index	task_name	video_name	question_id	question	answer_number	candidates	answer
Z4HGQL_McDQ1133	documentary_entity recognition	Z4HGQL_McDQ.mp4	Z4HGQL_McDQ1133	What color gloves does the mechanic, who removes the standard exhaust of a car, wear?	0	['Blue', 'Black', 'Red', 'Purple']	Blue
Z4HGQL_McDQ1134	documentary_entity recognition	Z4HGQL_McDQ.mp4	Z4HGQL_McDQ1134	What color is the car that mechanics are changing from the standard exhaust to the valve-controlled exhaust?	0	['Silver gray', 'Black', 'White', 'Red']	Silver gray
Z4HGQL_McDQ1135	documentary_entity recognition	Z4HGQL_McDQ.mp4	Z4HGQL_McDQ1135	What's this man's expression like at 06:01?	3	['Numb', 'Cry', 'Angry', 'Laugh']	Laugh
Z4HGQL_McDQ1136	documentary_summarization	Z4HGQL_McDQ.mp4	Z4HGQL_McDQ1136	What does this documentary mainly introduce?	3	["Introducing BRABUS's modification of BMW cars. This video records the process of BRABUS's modification of Mercedes Benz E Class", "Introducing BRABUS's modification of Audi cars. This video records the process of BRABUS's modification of Mercedes Benz G Class", "Introducing BRABUS's modification of Mercedes-Benz cars. This video records the process of BRABUS's modification of Mercedes Benz E Class", "Introducing BRABUS's modification of Mercedes-Benz cars. This video records the process of BRABUS's modification of Mercedes Benz G Class"]	Introducing BRABUS's modification of Mercedes-Benz cars. This video records the process of BRABUS's modification of Mercedes Benz G Class
Z4HGQL_McDQ1137	documentary_entity recognition	Z4HGQL_McDQ.mp4	Z4HGQL_McDQ1137	What color is the steering wheel?	0	['White', 'Red', 'Black', 'Blue']	White
aJI8XTa_DII1225	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1225	Who first comes out of the golden door?	1	['Joe Biden', 'Vladimir Putin', 'Two soldiers', 'Donald John Trump']	Vladimir Putin
aJI8XTa_DII1227	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1227	How many flags of the Russian Federation are there on the stage when Putin delivers the first speech?	0	['5', '1', '9', '4']	5
aJI8XTa_DII1229	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1229	What color is Putin's tie between the interview with Antony Blinkoen and interview with Marie Yovanovitch?	2	['Blue', 'Black', 'Wine red', 'White']	Wine red
aJI8XTa_DII1231	documentary_event understanding	aJI8XTa_DII.mp4	aJI8XTa_DII1231	What did the audience do first after the soldiers wearing red hats shouted?	3	["They didn't do anything", 'They applauded', 'They squatted down', 'They stood up']	They stood up
aJI8XTa_DII1232	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1232	Who is the lady in green who is being interviewed?	3	['Marie Yovanovitch', 'John Bolton', 'Fiona Hill', 'Heather Conley']	Heather Conley
aJI8XTa_DII1233	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1233	What did the man use to cover the sculpture's face?	1	['Flag of the Russian Federation', 'Flag of the United States of America', 'A piece of white cloth', 'A piece of black cloth']	Flag of the United States of America
aJI8XTa_DII1234	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1234	When Putin spoke for the first time in the video, how many microphones were on the stage?	2	['4', '3', '2', '1']	2
aJI8XTa_DII1235	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1235	During Putin's first speech on stage in the video, how many women appeared when the camera panned offstage?	2	['2', '4', '1', '0']	1
aJI8XTa_DII1237	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1237	Who are the two people who appear in the next frame after Evan Osnos finishes speaking?	3	['Trump and Biden', 'Obama and Putin', 'Obama and Trump', 'Obama and Biden']	Obama and Biden
aJI8XTa_DII1240	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1240	How many microphones are on stage during Donald Trump's speech?	3	['3', '2', '0', '1']	1
aJI8XTa_DII1241	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1241	What color of coat does Melania Trump wear for the meeting that is hosted at Helsinki, Finland?	3	['Green', 'Dark blue', 'Bright red', 'Yellow']	Yellow
aJI8XTa_DII1243	documentary_event understanding	aJI8XTa_DII.mp4	aJI8XTa_DII1243	What was Putin's expression when he heard the speech Trump made?	3	['Angry and expressionless', 'Without any expression', 'Laugh with excitement', 'Sneaking and smiling']	Sneaking and smiling
aJI8XTa_DII1246	documentary_event understanding	aJI8XTa_DII.mp4	aJI8XTa_DII1246	How many trucks are there in the garage with soldiers in white direct the way in the next scene after the Russian plane takes off?	3	['12', '9', '8', '10']	10
aJI8XTa_DII1247	documentary_key information retrieval	aJI8XTa_DII.mp4	aJI8XTa_DII1247	What is the number on the tank can be seen, with two tanks appear in front of it, in the snow?	2	['321', '123', '132', '312']	132
aJI8XTa_DII1248	documentary_event understanding	aJI8XTa_DII.mp4	aJI8XTa_DII1248	After Yevgenia Albats spoke, how did Putin and Biden communicate in the next scene?	2	['Communicate by letter', 'Face-to-face communication', 'Online video communication', 'Communicate by telephone']	Online video communication
aJI8XTa_DII1249	documentary_entity recognition	aJI8XTa_DII.mp4	aJI8XTa_DII1249	Which country's flag is on the flagpole on the top of the building with gold clock?	0	['Russian Federation', 'The Republic of Belarus', 'Ukraine', 'France']	Russian Federation
IsdbCjlZ5cQ1558	documentary_entity recognition	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1558	Who are the main individuals featured in this video?	3	['Jane Mayer', 'James Clapper', 'Matt Apuzzo', 'Donald John Trump']	Donald John Trump
IsdbCjlZ5cQ1562	documentary_entity recognition	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1562	What object is in front of the J. Edgar Hoover FBI Building sign?	3	['A mirror', 'An industrial robot', 'A camera', 'A car']	A car
IsdbCjlZ5cQ1564	documentary_reasoning	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1564	What does it mean when Trump raises his hand in front of a green helicopter with United States of America written on it?	1	["He's preparing to shake hands", "It's a gesture of politeness, indicating that people can start moving around", "He's pointing the way for the audience", "He's waving to greet someone"]	It's a gesture of politeness, indicating that people can start moving around
IsdbCjlZ5cQ1567	documentary_key information retrieval	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1567	What is the headline of the second news report?	0	['Trump team needs to treat Russia as a serious issue', 'Meetings could fuel new calls for special counse', "Sessions Controversy Heightens Trump's Feeling of Being UnderSiege", "Why Trump's attorney general has come under fire for earlier contaects"]	Trump team needs to treat Russia as a serious issue
IsdbCjlZ5cQ1569	documentary_entity recognition	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1569	Which direction does Don Mcgahn look at in the black and white picture that has a portrait behind his back?	1	['He is looking at his left', 'He is looking at his right', 'He is looking at the ceiling', 'He is looking at the floor']	He is looking at his right
IsdbCjlZ5cQ1570	documentary_reasoning	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1570	Why two sentences have red underlines on two different documents?	1	['To highlight the central theme of the documentary, serving as a thematic anchor', 'To support a specific point', 'As evidence presented in a court trial', 'To visually emphasize the theme of the two documents']	To support a specific point
IsdbCjlZ5cQ1572	documentary_summarization	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1572	What is the best summary for 60:10-60:36?	0	['Donald Trump is seen engaging in a series of interviews with various hosts', 'Trump holds a press conference, addressing recent developments and answering questions from journalists', 'Trump issues a national statement, addressing the nation on a significant issue or event', 'Trump is seen attending a court hearing, likely related to a legal matter concerning his administration or personal affairs']	Donald Trump is seen engaging in a series of interviews with various hosts
IsdbCjlZ5cQ1575	documentary_event understanding	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1575	What is the place that the footage shows a red car passes when the light is green, and a person wearing a white shirt with a red circle on her left sleeve, a black pant, standing in front of the light?	3	['The location seems to be a shopping mall entrance', 'The video is likely taken in a public transportation station', 'The setting appears to be an airport terminal', 'The video is shot at a parking lot exit gate']	The video is shot at a parking lot exit gate
IsdbCjlZ5cQ1576	documentary_entity recognition	IsdbCjlZ5cQ.mp4	IsdbCjlZ5cQ1576	What is in the center of the table?	2	['A circle of white dotted patterns', 'A circle of white chevron patterns', 'A circle of white name tags', 'A circle of white government documents']	A circle of white name tags
t-RtDI2RWQs1663	live_entity recognition	t-RtDI2RWQs.mp4	t-RtDI2RWQs1663	Which movie does the host parody in his first appearance?	0	['Barbie', 'American Fiction', 'Killers of the Flower Moon', 'Oppenheim']	Barbie
t-RtDI2RWQs1664	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1664	Which movie wins the most awards at the ceremony?	2	['Barbie', 'Anatomy of a Fall', 'Oppenheim', 'Poor Things']	Oppenheim
t-RtDI2RWQs1665	live_key information retrieval	t-RtDI2RWQs.mp4	t-RtDI2RWQs1665	What is the reaction of the Best Supporting Actress when she finds out she wins?	3	['She shows indifference', 'She appears excited', 'She gives a faint smile', 'She sheds tears of joy']	She sheds tears of joy
t-RtDI2RWQs1666	live_key information retrieval	t-RtDI2RWQs.mp4	t-RtDI2RWQs1666	What is the nationality of the filmmaker who directs the Best International Feature Film? 	3	['Italy', 'Japan', 'Spain', 'United Kingdom']	United Kingdom
t-RtDI2RWQs1668	live_entity recognition	t-RtDI2RWQs.mp4	t-RtDI2RWQs1668	When the Best Supporting Actor winner goes offstage, what is the color of the outfit of the person sitting next to him?	2	['Blue', 'White', 'Black', 'Red']	Black
t-RtDI2RWQs1669	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1669	Which category winner is absent for the award presentation?	3	['Best International Feature', 'Best Director', 'Best Original Score', 'Best Animated Feature']	Best Animated Feature
t-RtDI2RWQs1670	live_entity recognition	t-RtDI2RWQs.mp4	t-RtDI2RWQs1670	How many times does Christopher Nolan came onstage?	1	['0', '2', '3', '1']	2
t-RtDI2RWQs1671	live_key information retrieval	t-RtDI2RWQs.mp4	t-RtDI2RWQs1671	What happens when the Best Actress comes on stage?	0	['Her dress gets torn', 'Her bracelet gets robbed', 'She falls on the stage', 'Her necklace breaks']	Her dress gets torn
t-RtDI2RWQs1673	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1673	Which animal, wearing a black bowtie, is a special guest at the event?	3	['A bird', 'A sheep', 'A cat', 'A dog']	A dog
t-RtDI2RWQs1676	live_entity recognition	t-RtDI2RWQs.mp4	t-RtDI2RWQs1676	What does the best supporting actress winner wear?	2	['Red dress', 'Pink suit', 'Light blue dress', 'Black dress']	Light blue dress
t-RtDI2RWQs1678	live_key information retrieval	t-RtDI2RWQs.mp4	t-RtDI2RWQs1678	Kemp Powers is the main director of which film?	2	['The film that wins the Animated Feature Film', 'The film that is nominated for but does not win the International Feature Film', 'The film that is nominated for but does not win the Animated Feature Film', 'The film that wins the International Feature Film']	The film that is nominated for but does not win the Animated Feature Film
t-RtDI2RWQs1679	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1679	Which film wins the Best Animated Feature Film?	3	['Toy Story 4', 'Zootopia', 'Spider-Man: Into the Spider-Verse', 'The Boy and the Heron']	The Boy and the Heron
t-RtDI2RWQs1680	live_summarization	t-RtDI2RWQs.mp4	t-RtDI2RWQs1680	What happens after the presentation of the award for Best Supporting Actress?	1	['There is a short clip. Then two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron. The award winner comes onstage to give a speech', 'There is a short clip. Then two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron', 'Two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron', 'Two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron. The award winner comes onstage to give a speech']	There is a short clip. Then two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron
t-RtDI2RWQs1681	live_entity recognition	t-RtDI2RWQs.mp4	t-RtDI2RWQs1681	Which film wins the Best Original Screenplay award?	0	['Anatomy of a Fall', 'Green Book', 'Manchester by the Sea', 'Promising Young Woman']	Anatomy of a Fall
t-RtDI2RWQs1682	live_temporal grounding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1682	What happens from 25:50-30:15?	3	['Two presenters chat, and after a short clip, they announce the winner of the Best Adapted Screenplay', 'Two presenters chat and announce the winner of the Best Adapted Screenplay', 'Two presenters chat and announce the winner of the Best Original Screenplay', 'Two presenters chat, and after a short clip, they announce the winner of the Best Original Screenplay']	Two presenters chat, and after a short clip, they announce the winner of the Best Original Screenplay
t-RtDI2RWQs1685	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1685	Which award is announced right after the Best Adapted Screenplay award?	2	['The Best Original Screenplay', 'The Best Animated Feature Film', 'The Best International Feature Film', 'The Best Adapted Screenplay']	The Best International Feature Film
t-RtDI2RWQs1687	live_reasoning	t-RtDI2RWQs.mp4	t-RtDI2RWQs1687	There is a performance of respectful tribal musicians playing a huge drum together. All of the drummers ___.	0	['Play synchronously most of the time', 'Play synchronously most of the time', 'Play asynchronously all the time', 'Play synchronously all the time']	Play synchronously most of the time
t-RtDI2RWQs1689	live_temporal grounding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1689	What happens from 41:09-52:20?	2	['The announcement of the Best Supporting Actress and the performance from Billie Eilish', 'The announcement of the Best Leading Actress and the performance from Ken', 'The announcement of the Best Supporting Actor and the performance from Ken', 'The announcement of the Best Leading Actor and the performance from Billie Eilish']	The announcement of the Best Supporting Actor and the performance from Ken
t-RtDI2RWQs1690	live_entity recognition	t-RtDI2RWQs.mp4	t-RtDI2RWQs1690	Who is the Best Supporting Actor?	0	['Robert Downey Jr', 'Brad Pitt', 'Mahershala Ali', 'Daniel Kaluuya']	Robert Downey Jr
t-RtDI2RWQs1691	live_reasoning	t-RtDI2RWQs.mp4	t-RtDI2RWQs1691	Gosling's performance mirrors a scene from a movie that stars ___.	3	['Demi Moore', 'Marlon Brando', 'Keanu Reeves', 'Marilyn Monroe']	Marilyn Monroe
t-RtDI2RWQs1692	live_entity recognition	t-RtDI2RWQs.mp4	t-RtDI2RWQs1692	Why does Gosling wear pink suit when performing?	0	['Pink is theme color', 'Pink brings good luck', 'Pink grabs attention', 'Pink is his favorite color']	Pink is theme color
t-RtDI2RWQs1696	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1696	Who is the best Best Director?	1	['Bong Joon-ho', 'Christopher Nolan', 'Guillermo del Toro', 'Damien Chazelle']	Christopher Nolan
t-RtDI2RWQs1697	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1697	Who is the Best Lead Actress?	3	['Renée Zellweger', 'Olivia Colman', 'Frances McDormand', 'Emma Stone']	Emma Stone
t-RtDI2RWQs1698	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1698	Which film wins the Best Picture?	3	['The Shape of Water', 'Nomadland', 'Moonlight', 'Oppenheimer']	Oppenheimer
t-RtDI2RWQs1699	live_event understanding	t-RtDI2RWQs.mp4	t-RtDI2RWQs1699	What is the second to last award presented?	1	['Best Lead Actor', 'Best Lead Actress', 'Best Director', 'Best Picture']	Best Lead Actress
t-RtDI2RWQs1703	live_reasoning	t-RtDI2RWQs.mp4	t-RtDI2RWQs1703	Why is there letter on the screen when the Rock appears on the stage with another presenter?	0	['It is the translation of an audio that is not English', 'It is the auto-generated English subtitles', 'It is the description of the next award name', 'It is the description of the presenters']	It is the translation of an audio that is not English
8QdE--Y-x7U1938	live_entity recognition	8QdE--Y-x7U.mp4	8QdE--Y-x7U1938	Where is the podium located, respective to the people on the stage?	3	['There is no rostrum', 'On the right side of the stage', 'In the middle of the stage', 'Left side of the stage']	Left side of the stage
8QdE--Y-x7U1944	live_event understanding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1944	Where are the Nobel laureates in physiology or medicine come from?	2	['Americans', 'British people', 'Japanese', 'Norwegian']	Japanese
8QdE--Y-x7U1945	live_entity recognition	8QdE--Y-x7U.mp4	8QdE--Y-x7U1945	What kind of clothes do winners of the Nobel Prize in Physiology or Medicine wear?	3	['Black suit', 'Dress', 'Kimono', "Men's tuxedo"]	Men's tuxedo
8QdE--Y-x7U1947	live_event understanding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1947	How many hosts have changed?	2	['5', '3', '6', '1']	6
8QdE--Y-x7U1948	live_entity recognition	8QdE--Y-x7U.mp4	8QdE--Y-x7U1948	What color are the stools on which the four members of the royal family sit?	0	['Blue and gold', 'Only white', 'White and gold', 'Red and gold']	Blue and gold
8QdE--Y-x7U1955	live_entity recognition	8QdE--Y-x7U.mp4	8QdE--Y-x7U1955	What color is the ribbon on the man who accompanied the first winner of the Nobel Prize in Physics?	1	['White and green', 'Blue and yellow', 'Yellow and white', 'Blue and white']	Blue and yellow
8QdE--Y-x7U1957	live_entity recognition	8QdE--Y-x7U.mp4	8QdE--Y-x7U1957	What color is the bow tie worn by the man who presided over the Nobel Prize in Chemistry?	2	['Red bow tie', 'Black bow tie', 'White bow tie', 'Blue bow tie']	White bow tie
8QdE--Y-x7U1958	live_event understanding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1958	How many female winners are there in this Nobel Prize?	3	['Only one woman won the prize this year', 'Half of the winners this year are women', 'Two women won the prize this year', 'No women have won prizes this year']	No women have won prizes this year
8QdE--Y-x7U1959	live_event understanding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1959	What kind of awards have two winners?	3	['Nobel Prize in Literature', 'Nobel Prize in Chemistry', 'Nobel Peace Prize', 'Nobel Memorial Prize in Economic Sciences']	Nobel Memorial Prize in Economic Sciences
8QdE--Y-x7U1961	live_entity recognition	8QdE--Y-x7U.mp4	8QdE--Y-x7U1961	Where is the woman in a blue dress sitting on the right side of the podium?	0	['Last row', 'Nobody wears it', 'First row', 'Second row']	Last row
8QdE--Y-x7U1962	live_temporal grounding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1962	What happened between 65:02-65:29?	2	['The singer sang a high note and the audience applauded excitedly', 'The singer was so nervous that the audience sighed after singing', 'The singer was so nervous that the audience applauded after singing', 'The singing was interrupted by a command error']	The singer was so nervous that the audience applauded after singing
8QdE--Y-x7U1963	live_event understanding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1963	How many people won this year?	2	['12', '14', '11', '13']	11
8QdE--Y-x7U1964	live_reasoning	8QdE--Y-x7U.mp4	8QdE--Y-x7U1964	How many hosts didn't wear any badges on their chests?	0	['4', '3', '1', '8']	4
8QdE--Y-x7U1965	live_event understanding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1965	Who left first after the award ceremony?	0	['Members of the royal family', 'Ensemble member', 'Winners on the stage', 'Audience under the stage']	Members of the royal family
8QdE--Y-x7U1966	live_event understanding	8QdE--Y-x7U.mp4	8QdE--Y-x7U1966	What happened on the stage after the royal family left?	3	['Group photo of winners', 'Winners leave', 'The host left', 'Shake hands with the winners']	Shake hands with the winners
8QdE--Y-x7U1967	live_entity recognition	8QdE--Y-x7U.mp4	8QdE--Y-x7U1967	Where is the harp player, respective to the people on the stage?	3	['Right side of stage', 'Second floor on the left', 'On the left side of the stage', 'Second floor on the right']	Second floor on the right
idZkam9zqAs2274	live_event understanding	idZkam9zqAs.mp4	idZkam9zqAs2274	What type of video is this?	1	['Documentary', 'Concert', 'TV show', 'News report']	Concert
idZkam9zqAs2277	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2277	What color does P!nk's clothes change after the first hanging wire performance?	3	['Red', 'Black', 'Orange', 'Pink']	Pink
idZkam9zqAs2282	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2282	When P!nk performs hanging wire for the first time, what shape of lighting prop does she fall from?	0	['Shape of mouth', 'Shape of hand', 'Shape of moon', 'Shape of heart']	Shape of mouth
idZkam9zqAs2283	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2283	When the piano performance occurs, what colors are the piano and the player's clothes?	1	["The piano is black and the player's clothes are yellow", "The piano is white and the player's clothes are black", "The piano is black and the player's clothes are white", "The piano is white and the player's clothes are purple"]	The piano is white and the player's clothes are black
idZkam9zqAs2284	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2284	How many flamingo props appear on the stage?	1	['4', '2', '3', '1']	2
idZkam9zqAs2285	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2285	When the flamingo prop appears on the stage, which animal does not appear on the big screen behind the stage?	0	['Penguin', 'Unicorn', 'Dolphin', 'Flamingo']	Penguin
idZkam9zqAs2286	live_event understanding	idZkam9zqAs.mp4	idZkam9zqAs2286	Does P!nk kiss the bassist while performing in a light pink leather short jacket?	0	['Yes, she kisses the male bassist', 'No, she does not kiss anyone', 'No, she kisses the drummer', 'Yes, she kisses the female bassist']	Yes, she kisses the male bassist
idZkam9zqAs2287	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2287	When P!nk performs wearing a light pink leather jacket, what is the main color of the lighting on the stage?	0	['Red', 'Yellow', 'Green', 'Blue']	Red
idZkam9zqAs2288	live_event understanding	idZkam9zqAs.mp4	idZkam9zqAs2288	Was the male bassist by P!nk's side the entire time when she performed in a furry pink top and blue skirt?	3	["No, he wasn't with P!nk at first and showed up later", 'No, he was not on stage during this time', 'No, he was with P!nk at first and then left', "Yes, he has always been by P!nk's side"]	Yes, he has always been by P!nk's side
idZkam9zqAs2290	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2290	What does P!nk wear underneath when taking off her furry pink coat?	1	['White t-shirt', 'White vest', 'Black vest', 'Black tights']	White vest
idZkam9zqAs2291	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2291	How many people use the trampolines on stage during the performance?	1	['5', '4', '2', '3']	4
idZkam9zqAs2292	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2292	Before the pink shopping cart prop appearing on stage, what shape of headgears do the people off the stage wear?	1	['Shape of TV', 'Shape of mouth', 'Shape of apple', 'Shape of eye']	Shape of mouth
idZkam9zqAs2293	live_key information retrieval	idZkam9zqAs.mp4	idZkam9zqAs2293	When the three accompanying singers in black appear on the stage for the first time, how many keyboard players are behind them?	3	['1', '3', '0', '2']	2
idZkam9zqAs2294	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2294	In what posture does P!nk sing at 49:00?	3	['Kneeling position', 'Lying down', 'Standing posture', 'Sitting position']	Sitting position
idZkam9zqAs2296	live_key information retrieval	idZkam9zqAs.mp4	idZkam9zqAs2296	From the subtitles at the beginning of the concert, where can we tell the place P!nk's tour could be?	0	['Paris and Vienna', 'Paris and London', 'Milan and Rome', 'Rome and Vienna']	Paris and Vienna
idZkam9zqAs2297	live_key information retrieval	idZkam9zqAs.mp4	idZkam9zqAs2297	At 84:18 what color is the stage theme?	3	['Pink', 'Blue', 'Black', 'Red']	Red
idZkam9zqAs2301	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2301	How does P!nk interact with the audience in the final part of the show?	0	['She runs to the audiences', 'She shakes hands with the audience', 'She hugs the audiences', 'She flies above the audiences']	She runs to the audiences
idZkam9zqAs2303	live_entity recognition	idZkam9zqAs.mp4	idZkam9zqAs2303	What color is the stage lighting when a solo dancer appears on the stage?	3	['Blue', 'Red', 'Pink', 'Green']	Green
xECIRjlxM3U2362	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2362	When does the little mermaid appear for the first time?	1	['03:55', '03:40', '04:40', '02:40']	03:40
xECIRjlxM3U2367	live_temporal grounding	xECIRjlxM3U.mp4	xECIRjlxM3U2367	What happens from 17:16-17:40?	0	['They quarrel', 'They kiss', 'They talk nicely', 'They hug']	They quarrel
xECIRjlxM3U2370	live_entity recognition	xECIRjlxM3U.mp4	xECIRjlxM3U2370	What color is the prince's belt?	1	['Pink', 'Red', 'Black', 'White']	Red
xECIRjlxM3U2371	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2371	When does the mermaid have legs?	1	['65:35', '65:55', '66:55', '66:35']	65:55
xECIRjlxM3U2372	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2372	What does the mermaid do when a group of seagulls are performing?	1	['She cries', 'She stands up', 'She wants to find another mermaid?', 'She kneels down']	She stands up
xECIRjlxM3U2373	live_temporal grounding	xECIRjlxM3U.mp4	xECIRjlxM3U2373	When does the prince and the mermaid meet face to face for the first time?	3	['68:43', '69:43', '67:43', '70:43']	70:43
xECIRjlxM3U2375	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2375	What is the first event that involves a group of maids wearing yellow hats?	2	['The mermaid has legs', 'The mermaid disappears', 'The mermaid takes a bath', 'The mermaid changes the clothes']	The mermaid takes a bath
xECIRjlxM3U2376	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2376	What does the scene switch to after the mermaid gets dress at dawn?	2	['The ship', 'The store', 'The kitchen', 'The sea']	The kitchen
xECIRjlxM3U2378	live_temporal grounding	xECIRjlxM3U.mp4	xECIRjlxM3U2378	What happens from 87:02-88:22?	0	['The prince and the mermaid dance together', 'The prince and the mermaid kiss', 'The prince and the mermaid eat together', 'The prince and the mermaid hold the wedding']	The prince and the mermaid dance together
xECIRjlxM3U2379	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2379	Who appears on the scene with two servants and a seashell in the background?	2	['The prince', 'The fish', 'The evil witch', 'The merman']	The evil witch
xECIRjlxM3U2380	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2380	Where are the prince and the mermaid before they go back to the palace?	0	['On the boat', 'On a ship', 'In the kitchen', 'Beneath the sea']	On the boat
xECIRjlxM3U2381	live_key information retrieval	xECIRjlxM3U.mp4	xECIRjlxM3U2381	What words are written in the background for an event that involves a group of princesses or royal girls?	0	['The contest', 'The decision', 'The conceal', 'The competition']	The contest
xECIRjlxM3U2383	live_temporal grounding	xECIRjlxM3U.mp4	xECIRjlxM3U2383	What happens from 110:35-110:44?	0	['The witch takes the mermaid away', 'The witch makes a deal with the mermaid', 'The prince takes the mermaid away', 'The male marmaid takes the mermaid away']	The witch takes the mermaid away
xECIRjlxM3U2385	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2385	What does the mermaid do after the first time she and the merman hugs after she is taken away by the witch?	3	['The mermaid dances with the prince', 'The mermaid saves the prince', 'The mermaid has legs again', 'The mermaid kneels down']	The mermaid kneels down
xECIRjlxM3U2386	live_entity recognition	xECIRjlxM3U.mp4	xECIRjlxM3U2386	Who helps the mermaid to grow legs again?	3	['The seagull', 'The prince', 'The witch', 'A group of mermaids']	A group of mermaids
xECIRjlxM3U2387	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2387	What is the last major event?	2	['The merman kills the witch', 'The prince and another girl fall in love', 'The prince and the mermaid hold a wedding', 'The mermaid dies and transforms into bubbles']	The prince and the mermaid hold a wedding
xECIRjlxM3U2390	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2390	What is the final climax event?	2	['The prince dances with the mermaid', 'The prince lifts the mermaid up', 'The prince and the mermaid kiss', 'The mermaid dies in front of the prince']	The prince and the mermaid kiss
xECIRjlxM3U2391	live_event understanding	xECIRjlxM3U.mp4	xECIRjlxM3U2391	What category does the video beloge to?	2	['Opera', 'TV drama', 'Musicals', 'Acrobatics']	Musicals
o-gLbgpzCc82392	live_event understanding	o-gLbgpzCc8.mp4	o-gLbgpzCc82392	What type of video is this?	2	['Speech video', 'News report', 'Drama', 'Documentary']	Drama
o-gLbgpzCc82393	live_entity recognition	o-gLbgpzCc8.mp4	o-gLbgpzCc82393	What is the first animal to appear on the stage?	1	['Horse', 'Camel', 'Sheep', 'Dog']	Camel
o-gLbgpzCc82394	live_entity recognition	o-gLbgpzCc8.mp4	o-gLbgpzCc82394	What crutch is the man in the cloak holding?	3	['Tiger head walking stick', 'Dragon head crutch', 'Sheep head walking stick', 'Cobra crutch']	Cobra crutch
